time,x,y,distance,velocity
133.1,-10.9181,4.53247,0.0199617,0.199617
133.2,-10.7561,4.52423,0.162239,1.62239
133.3,-10.5294,4.60598,0.240974,2.40974
133.4,-10.4989,4.70956,0.107983,1.07983
133.5,-9.77256,4.69773,0.726416,7.26416
133.6,-9.72655,4.64372,0.0709527,0.709527
133.7,-9.84886,4.5898,0.133674,1.33674
133.8,-9.65842,4.69153,0.215916,2.15916
133.9,-9.43209,4.74383,0.232291,2.32291
134,-9.48005,4.75169,0.0486023,0.486023
134.1,-9.54634,4.71407,0.0762276,0.762276
134.2,-9.55159,4.66085,0.0534748,0.534748
134.3,-9.5309,4.67318,0.0240864,0.240864
134.4,-9.48068,4.68456,0.0514985,0.514985
134.5,-9.47715,4.69852,0.0143935,0.143935
134.6,-9.4612,4.72161,0.0280669,0.280669
134.7,-9.47138,4.70301,0.0212032,0.212032
134.8,-9.46738,4.70927,0.00743032,0.0743032
134.9,-9.47236,4.70336,0.00773302,0.0773302
135,-9.41197,4.74504,0.0733731,0.733731
135.1,-9.38782,4.7448,0.0241593,0.241593
135.2,-9.39204,4.74259,0.00476717,0.0476717
135.3,-9.49433,4.73809,0.102394,1.02394
135.4,-9.50191,4.89794,0.160033,1.60033
135.5,-9.9975,5.01177,0.508498,5.08498
135.6,-10.4396,5.26181,0.507882,5.07882
135.7,-10.6358,5.30018,0.199911,1.99911
135.8,-10.8368,5.42039,0.234195,2.34195
135.9,-10.8606,5.48714,0.0708782,0.708782
136,-10.8396,5.51975,0.0387831,0.387831
136.1,-10.7309,5.67597,0.19034,1.9034
136.2,-10.6693,5.67987,0.0616613,0.616613
136.3,-10.6856,5.75018,0.0721803,0.721803
136.4,-10.6764,5.70749,0.0436616,0.436616
136.5,-10.7637,5.62021,0.12344,1.2344
136.6,-10.9843,5.61672,0.220629,2.20629
136.7,-11.1454,5.64879,0.16427,1.6427
136.8,-11.2409,5.64123,0.0957349,0.957349
136.9,-11.3229,5.64233,0.0820657,0.820657
137,-11.5089,5.68705,0.191275,1.91275
137.1,-11.207,5.82338,0.331226,3.31226
137.2,-11.1621,5.85375,0.0542584,0.542584
137.3,-11.135,5.86241,0.0283802,0.283802
137.4,-11.1072,5.83668,0.037908,0.37908
137.5,-11.0566,5.84888,0.0520634,0.520634
137.6,-10.9469,5.86872,0.111485,1.11485
137.7,-10.9164,5.86134,0.0313375,0.313375
137.8,-10.912,5.85859,0.0052108,0.052108
137.9,-10.86,5.8294,0.0596448,0.596448
138,-10.8771,5.80353,0.0310069,0.310069
138.1,-10.8569,5.7794,0.0314395,0.314395
138.2,-10.936,5.7953,0.0806088,0.806088
138.3,-10.9298,5.82125,0.0266795,0.266795
138.4,-10.8986,5.83107,0.0326396,0.326396
138.5,-10.7099,5.86491,0.191786,1.91786
138.6,-10.6726,5.90708,0.0562598,0.562598
138.7,-10.6568,5.90135,0.0168584,0.168584
138.8,-10.6088,5.8905,0.0491767,0.491767
138.9,-10.5605,5.83589,0.072893,0.72893
139,-10.6504,5.77866,0.106546,1.06546
139.1,-10.6146,5.8277,0.0607298,0.607298
139.2,-10.6262,5.83753,0.0152517,0.152517
139.3,-10.6914,5.82413,0.0665618,0.665618
139.4,-10.8118,5.81537,0.120657,1.20657
139.5,-10.9505,5.76864,0.146401,1.46401
139.6,-11.1782,5.76078,0.227854,2.27854
139.7,-11.2704,5.70015,0.110362,1.10362
139.8,-11.4779,5.7152,0.208029,2.08029
139.9,-11.5446,5.79804,0.106323,1.06323
140,-11.8215,5.7361,0.283762,2.83762
140.1,-11.4676,5.70045,0.355655,3.55655
140.2,-11.2791,5.76211,0.198346,1.98346
140.3,-11.1286,5.83679,0.167998,1.67998
140.4,-10.7354,5.98662,0.420756,4.20756
140.5,-10.4074,5.86813,0.348771,3.48771
140.6,-10.2593,5.66645,0.250202,2.50202
140.7,-10.2945,5.29254,0.375561,3.75561
140.8,-10.2508,4.57624,0.71763,7.1763
140.9,-10.1283,3.90207,0.685211,6.85211
141,-10.0722,3.42631,0.479053,4.79053
141.1,-10.0411,3.44514,0.0364221,0.364221
141.2,-10.3787,4.08118,0.720084,7.20084
141.3,-10.2771,4.29578,0.237411,2.37411
141.4,-9.89757,4.19935,0.39162,3.9162
141.5,-9.53709,3.91544,0.458854,4.58854
141.6,-8.67467,3.6605,0.899308,8.99308
141.7,-7.98407,3.67592,0.690778,6.90778
141.8,-7.69119,3.62255,0.297706,2.97706
141.9,-7.78195,3.5942,0.095085,0.95085
142,-7.90641,3.62586,0.128426,1.28426
142.1,-8.00501,3.59145,0.104432,1.04432
142.2,-8.04149,3.56399,0.0456603,0.456603
142.3,-8.0462,3.5147,0.049512,0.49512
142.4,-8.02224,3.4607,0.0590758,0.590758
142.5,-7.99096,3.36023,0.105228,1.05228
142.6,-7.92372,3.25206,0.127367,1.27367
142.7,-7.59583,3.18883,0.333929,3.33929
142.8,-6.66631,2.98066,0.952547,9.52547
142.9,,,,
143,-5.30997,2.68682,,
143.1,-4.39466,2.63015,0.917066,9.17066
143.2,-3.30791,2.41121,1.10858,11.0858
143.3,-2.12312,2.20895,1.20193,12.0193
143.4,-1.29572,2.17737,0.828004,8.28004
143.5,-0.9112,2.13011,0.387412,3.87412
143.6,-0.435881,2.0523,0.481646,4.81646
143.7,-0.0408526,2.15787,0.408891,4.08891
143.8,0.947462,2.16989,0.988388,9.88388
143.9,2.22824,2.11868,1.2818,12.818
144,3.39401,2.2255,1.17066,11.7066
144.1,4.60013,2.22393,1.20612,12.0612
144.2,5.35675,2.16608,0.758819,7.58819
144.3,5.72173,2.25887,0.376591,3.76591
144.4,5.95725,2.14353,0.262249,2.62249
144.5,6.0008,2.0512,0.102087,1.02087
144.6,6.28024,1.97782,0.28891,2.8891
144.7,6.53852,2.01659,0.26117,2.6117
144.8,6.46503,2.02171,0.0736696,0.736696
144.9,6.51537,2.01618,0.0506512,0.506512
145,6.86513,1.97601,0.352051,3.52051
145.1,7.5367,1.9514,0.672023,6.72023
145.2,7.98371,1.90137,0.449804,4.49804
145.3,7.85599,1.95672,0.1392,1.392
145.4,7.5796,2.01806,0.28311,2.8311
145.5,7.74026,2.0412,0.162314,1.62314
145.6,7.83515,2.1388,0.136127,1.36127
145.7,7.81107,2.26514,0.128606,1.28606
145.8,7.73079,2.41448,0.169554,1.69554
145.9,7.96429,2.60057,0.298588,2.98588
146,8.25749,2.90513,0.422755,4.22755
146.1,8.61483,3.34289,0.565093,5.65093
146.2,8.84925,3.65002,0.38637,3.8637
146.3,9.07891,3.9193,0.353912,3.53912
146.4,9.0829,3.94873,0.0297006,0.297006
146.5,8.99502,4.04251,0.128524,1.28524
146.6,8.92466,3.78218,0.269675,2.69675
146.7,8.75568,3.58271,0.26142,2.6142
146.8,8.68478,3.59944,0.0728464,0.728464
146.9,8.67692,3.61661,0.0188833,0.188833
147,8.67448,3.57995,0.0367351,0.367351
147.1,8.69117,3.58334,0.0170305,0.170305
147.2,8.68182,3.57011,0.016201,0.16201
147.3,8.69176,3.56947,0.00995572,0.0995572
147.4,8.69748,3.53749,0.0324898,0.324898
147.5,8.72717,3.47205,0.071865,0.71865
147.6,9.02989,3.67881,0.366588,3.66588
147.7,9.59082,4.28827,0.828302,8.28302
147.8,9.73803,4.36128,0.164325,1.64325
147.9,9.82435,4.45528,0.12762,1.2762
148,9.6487,4.50312,0.182045,1.82045
148.1,9.49371,4.39498,0.188991,1.88991
148.2,9.45703,4.29572,0.105818,1.05818
148.3,9.47166,4.27209,0.027787,0.27787
148.4,9.51527,4.29184,0.047872,0.47872
148.5,9.50054,4.31433,0.0268879,0.268879
148.6,9.49791,4.33634,0.0221631,0.221631
148.7,9.43867,4.34243,0.0595526,0.595526
148.8,9.43401,4.34451,0.00510918,0.0510918
148.9,9.48098,4.3397,0.0472205,0.472205
149,9.39516,4.32629,0.086863,0.86863
149.1,9.53641,4.36722,0.147056,1.47056
149.2,9.59858,4.44764,0.101657,1.01657
149.3,9.57927,4.34961,0.0999194,0.999194
149.4,9.40873,4.30552,0.176142,1.76142
149.5,9.18367,3.85854,0.500443,5.00443
149.6,9.06291,3.65062,0.240438,2.40438
149.7,9.08738,3.35491,0.296728,2.96728
149.8,8.97499,3.06801,0.308123,3.08123
149.9,8.84329,2.87718,0.231869,2.31869
150,8.64371,2.86054,0.200267,2.00267
150.1,8.32206,2.81441,0.324944,3.24944
150.2,7.71536,2.84413,0.607429,6.07429
150.3,7.0434,2.63657,0.703281,7.03281
150.4,6.21416,2.6193,0.829425,8.29425
150.5,5.62351,2.80841,0.620177,6.20177
150.6,4.80811,2.69504,0.823248,8.23248
150.7,3.70554,2.74614,1.10375,11.0375
150.8,2.2887,2.96833,1.43416,14.3416
150.9,0.778048,2.90952,1.51179,15.1179
151,-0.37085,3.12619,1.16915,11.6915
151.1,-1.27819,3.34937,0.934388,9.34388
151.2,-1.7999,3.41974,0.526435,5.26435
151.3,-2.30266,3.72053,0.58587,5.8587
151.4,-2.83505,4.28867,0.778595,7.78595
151.5,-3.53979,4.5406,0.748421,7.48421
151.6,-4.18035,4.82642,0.701434,7.01434
151.7,-4.59637,4.99096,0.447373,4.47373
151.8,-4.67588,5.01778,0.0839178,0.839178
151.9,-4.78215,5.1301,0.154621,1.54621
152,-4.88612,5.12085,0.104389,1.04389
152.1,-5.06261,5.02178,0.202386,2.02386
152.2,-5.43555,5.13719,0.390393,3.90393
152.3,-6.31862,5.29319,0.896736,8.96736
152.4,-7.25495,5.54407,0.969359,9.69359
152.5,-8.09286,5.77032,0.867915,8.67915
152.6,-8.72566,5.66966,0.640758,6.40758
152.7,-8.62281,5.61858,0.114837,1.14837
152.8,-8.72424,5.59254,0.10472,1.0472
152.9,-8.55852,5.53637,0.174984,1.74984
153,-8.65152,5.51208,0.0961235,0.961235
153.1,-8.92003,5.6819,0.317707,3.17707
153.2,-8.9374,5.60961,0.0743465,0.743465
153.3,-8.94315,5.57694,0.0331698,0.331698
153.4,-8.85855,5.51208,0.106607,1.06607
153.5,-8.79345,5.46976,0.0776436,0.776436
153.6,-8.78943,5.44122,0.0288155,0.288155
153.7,-8.81396,5.39945,0.0484453,0.484453
153.8,-8.68823,5.23783,0.204766,2.04766
153.9,-8.63941,5.1924,0.0666882,0.666882
154,-8.51021,5.13389,0.141834,1.41834
154.1,-8.66601,5.31881,0.241806,2.41806
154.2,-8.83023,5.35863,0.168977,1.68977
154.3,-8.71044,5.24174,0.167365,1.67365
154.4,-8.74947,5.24897,0.0396908,0.396908
154.5,-8.6653,5.27764,0.0889223,0.889223
154.6,-8.67234,5.26484,0.0146132,0.146132
154.7,-8.79044,5.35525,0.148734,1.48734
154.8,-8.78049,5.37572,0.0227659,0.227659
154.9,-8.71693,5.43718,0.0884192,0.884192
155,-8.73944,5.59413,0.158554,1.58554
155.1,-8.73332,5.60714,0.0143831,0.143831
155.2,-8.71527,5.68007,0.0751264,0.751264
155.3,-8.68668,5.70989,0.0413157,0.413157
155.4,-8.59626,5.69401,0.0918025,0.918025
155.5,-8.62769,5.79601,0.106738,1.06738
155.6,-8.60226,5.77685,0.0318388,0.318388
155.7,-8.59388,5.77275,0.00933404,0.0933404
155.8,-8.58232,5.75902,0.0179461,0.179461
155.9,-8.42413,5.62048,0.210281,2.10281
156,-7.88702,5.33492,0.608298,6.08298
156.1,-7.60924,4.8967,0.518847,5.18847
156.2,-7.48591,4.38563,0.525735,5.25735
156.3,-7.53674,4.33565,0.0712851,0.712851
156.4,-7.53642,4.22927,0.10638,1.0638
156.5,-7.3926,4.16357,0.158121,1.58121
156.6,-7.34365,4.18705,0.0542869,0.542869
156.7,-7.4465,4.27039,0.132372,1.32372
156.8,-7.94705,4.53071,0.564199,5.64199
156.9,-8.47224,4.71719,0.557315,5.57315
157,-8.82976,4.81193,0.369864,3.69864
157.1,-9.09677,4.8534,0.270205,2.70205
157.2,-9.13513,4.84439,0.039406,0.39406
157.3,-9.12328,4.83699,0.0139691,0.139691
157.4,-9.11273,4.8446,0.0130131,0.130131
157.5,-9.13971,4.91791,0.0781162,0.781162
157.6,-9.46072,5.03769,0.342628,3.42628
157.7,-9.72665,5.0459,0.266057,2.66057
157.8,-9.5195,5.15902,0.23603,2.3603
157.9,-9.58218,5.05043,0.125378,1.25378
158,-9.40799,5.05756,0.174328,1.74328
158.1,-9.47983,4.96342,0.118423,1.18423
158.2,-9.61188,4.79376,0.214988,2.14988
158.3,-9.63277,4.73715,0.0603435,0.603435
158.4,-9.8681,4.05768,0.719068,7.19068
158.5,-10.1319,3.35368,0.751799,7.51799
158.6,-10.3615,3.091,0.348898,3.48898
158.7,-10.4422,2.97108,0.144523,1.44523
158.8,-10.5206,2.77099,0.214914,2.14914
158.9,-10.5259,2.69891,0.0722675,0.722675
159,-10.481,2.62401,0.0872947,0.872947
159.1,-10.4551,2.55673,0.0721219,0.721219
159.2,-10.4368,2.41191,0.145963,1.45963
159.3,-10.419,2.41096,0.0177577,0.177577
159.4,-10.4615,2.52002,0.117028,1.17028
159.5,-10.498,2.54586,0.0447203,0.447203
159.6,-10.33,2.37367,0.240575,2.40575
159.7,-10.3793,2.33351,0.0636389,0.636389
159.8,-10.462,2.2268,0.134966,1.34966
159.9,-10.6638,2.15551,0.214063,2.14063
160,-10.6527,2.12126,0.036009,0.36009
160.1,-10.5956,2.13353,0.0583764,0.583764
160.2,-10.5352,2.18359,0.0784687,0.784687
160.3,-10.5541,2.38026,0.197576,1.97576
160.4,-10.6081,2.66908,0.293826,2.93826
160.5,-10.7835,2.6164,0.183155,1.83155
160.6,-10.7699,2.63537,0.0233957,0.233957
160.7,-10.6688,2.65445,0.102878,1.02878
160.8,-10.7162,2.7678,0.122876,1.22876
160.9,-10.6047,2.77649,0.111886,1.11886
161,-10.5229,2.82525,0.0952298,0.952298
161.1,-10.3843,3.02474,0.242886,2.42886
161.2,-10.4813,3.29198,0.284308,2.84308
161.3,-10.395,3.2904,0.0863111,0.863111
161.4,-10.6631,3.15387,0.300844,3.00844
161.5,-11.0115,3.19108,0.350332,3.50332
161.6,-10.9499,3.03645,0.166429,1.66429
161.7,-10.9725,3.07614,0.0456701,0.456701
161.8,-10.583,3.2642,0.432493,4.32493
161.9,-9.97612,3.48859,0.64707,6.4707
162,-9.49135,3.36732,0.499708,4.99708
162.1,-9.43842,3.33608,0.0614603,0.614603
162.2,-9.37666,3.68498,0.354318,3.54318
162.3,-9.37757,3.77801,0.0930401,0.930401
162.4,-9.28078,3.61002,0.193884,1.93884
162.5,-9.13452,3.4627,0.207595,2.07595
162.6,-8.76649,3.25128,0.424431,4.24431
162.7,-8.09999,2.92464,0.742239,7.42239
162.8,-7.42697,2.67747,0.716969,7.16969
162.9,-6.59828,2.65294,0.829056,8.29056
163,-6.10507,2.47657,0.523794,5.23794
163.1,-5.52963,2.62928,0.59536,5.9536
163.2,-4.84311,2.71601,0.691974,6.91974
163.3,-4.1075,2.49857,0.767078,7.67078
163.4,-3.57622,2.66779,0.557569,5.57569
163.5,-3.00947,2.79487,0.580822,5.80822
163.6,-2.85613,2.6241,0.229507,2.29507
163.7,-2.8535,2.57917,0.045013,0.45013
163.8,-2.97414,2.81168,0.261952,2.61952
163.9,-2.8839,3.00143,0.210115,2.10115
164,-3.05882,2.86428,0.222275,2.22275
164.1,-2.99222,2.9932,0.145101,1.45101
164.2,-3.10135,2.8609,0.171499,1.71499
164.3,-3.181,2.76702,0.123112,1.23112
164.4,-3.0564,2.81327,0.132907,1.32907
164.5,-3.05955,2.79894,0.0146757,0.146757
164.6,-3.05812,2.78981,0.0092434,0.092434
164.7,-3.04816,2.77338,0.0192204,0.192204
164.8,-3.04038,2.7878,0.0163887,0.163887
164.9,-3.04955,2.79,0.00943265,0.0943265
165,-3.06253,2.77578,0.019253,0.19253
165.1,-2.95127,2.8964,0.164102,1.64102
165.2,-2.54138,2.96257,0.415193,4.15193
165.3,-1.71942,3.14315,0.841559,8.41559
165.4,-0.507043,3.41466,1.24241,12.4241
165.5,0.285446,2.99136,0.898455,8.98455
165.6,0.930555,2.69457,0.710109,7.10109
165.7,1.44389,2.35762,0.614045,6.14045
165.8,1.90268,2.25163,0.470867,4.70867
165.9,2.12308,2.27681,0.221835,2.21835
166,2.1387,2.27288,0.0161043,0.161043
166.1,2.25403,2.21623,0.128499,1.28499
166.2,2.43218,2.12737,0.199078,1.99078
166.3,2.62394,2.0538,0.205386,2.05386
166.4,2.71009,2.02314,0.0914467,0.914467
166.5,2.71165,2.07201,0.0488919,0.488919
166.6,2.76365,2.06956,0.0520553,0.520553
166.7,2.71961,2.09788,0.0523567,0.523567
166.8,2.59622,2.18039,0.148437,1.48437
166.9,2.45172,2.23887,0.155885,1.55885
167,2.17895,2.29463,0.278415,2.78415
167.1,2.29697,2.28691,0.118271,1.18271
167.2,3.05796,2.16615,0.770517,7.70517
167.3,4.1762,2.00247,1.13016,11.3016
167.4,5.43406,1.98049,1.25805,12.5805
167.5,6.26825,2.06683,0.838647,8.38647
167.6,6.78926,2.0192,0.52319,5.2319
167.7,7.17542,2.00509,0.386415,3.86415
167.8,7.75516,1.9688,0.580874,5.80874
167.9,8.36522,2.00406,0.611083,6.11083
168,8.84065,1.92931,0.481265,4.81265
168.1,9.27292,1.88982,0.434074,4.34074
168.2,9.4683,1.85347,0.198728,1.98728
168.3,9.58558,1.83655,0.118492,1.18492
168.4,9.76944,1.86279,0.185726,1.85726
168.5,9.86713,1.82995,0.103063,1.03063
168.6,9.9011,1.83146,0.0340027,0.340027
168.7,9.82483,1.83847,0.0765911,0.765911
168.8,9.84185,1.82992,0.019042,0.19042
168.9,9.81885,1.83441,0.0234257,0.234257
169,9.78624,1.83266,0.0326593,0.326593
169.1,9.79545,1.83619,0.00985976,0.0985976
169.2,9.72906,1.82096,0.0681076,0.681076
169.3,9.64665,1.80527,0.0838978,0.838978
169.4,9.6389,1.80052,0.00908622,0.0908622
169.5,9.6172,1.80622,0.0224372,0.224372
169.6,9.64429,1.90988,0.10714,1.0714
169.7,9.70833,2.04691,0.151257,1.51257
169.8,9.91332,2.30644,0.330726,3.30726
169.9,9.94255,2.46003,0.156347,1.56347
170,10.004,2.73148,0.278315,2.78315
170.1,10.2969,3.44058,0.767196,7.67196
170.2,10.5439,3.96484,0.579547,5.79547
170.3,10.4913,3.78908,0.183461,1.83461
170.4,10.2407,3.37349,0.485301,4.85301
170.5,10.1164,3.19227,0.219738,2.19738
170.6,10.0724,3.16346,0.0525818,0.525818
170.7,10.0827,3.17917,0.0187718,0.187718
170.8,10.111,3.26418,0.0895979,0.895979
170.9,10.0571,3.4106,0.156027,1.56027
171,10.0241,3.486,0.0823243,0.823243
171.1,9.93681,3.47905,0.0875228,0.875228
171.2,9.90674,3.4828,0.0303096,0.303096
171.3,9.91176,3.487,0.00655028,0.0655028
171.4,9.9143,3.47815,0.00920213,0.0920213
171.5,9.86952,3.40838,0.0829029,0.829029
171.6,9.80271,3.4548,0.0813571,0.813571
171.7,9.81005,3.46969,0.0166055,0.166055
171.8,9.95507,3.52944,0.156845,1.56845
171.9,9.92893,3.57448,0.0520766,0.520766
172,9.75723,3.33755,0.29261,2.9261
172.1,9.71203,3.4883,0.157384,1.57384
172.2,9.85674,3.92325,0.45839,4.5839
172.3,9.78289,4.18263,0.269691,2.69691
172.4,9.85022,4.37505,0.203864,2.03864
172.5,9.86761,4.48256,0.108898,1.08898
172.6,9.79642,4.46944,0.0723874,0.723874
172.7,9.82273,4.42519,0.0514774,0.514774
172.8,9.8988,4.59536,0.186396,1.86396
172.9,9.9628,4.51278,0.104469,1.04469
173,9.97507,4.40887,0.104633,1.04633
173.1,9.81798,4.07499,0.368986,3.68986
173.2,9.77874,3.89784,0.18145,1.8145
173.3,9.73121,3.41266,0.487498,4.87498
173.4,9.66538,3.11111,0.308655,3.08655
173.5,9.6553,3.00387,0.107714,1.07714
173.6,9.72476,2.93501,0.0978038,0.978038
173.7,9.80128,3.15478,0.232713,2.32713
173.8,9.79389,3.10555,0.0497799,0.497799
173.9,9.80954,3.18579,0.0817449,0.817449
174,9.63873,2.89219,0.339671,3.39671
174.1,9.52379,2.84277,0.125115,1.25115
174.2,9.46252,2.90844,0.0898083,0.898083
174.3,9.42296,2.92822,0.044233,0.44233
174.4,9.38947,2.89863,0.0446798,0.446798
174.5,9.38312,2.88536,0.0147131,0.147131
174.6,9.40345,2.85837,0.033798,0.33798
174.7,9.38555,2.90043,0.0457116,0.457116
174.8,9.39403,2.9118,0.0141766,0.141766
174.9,9.56203,2.79017,0.207408,2.07408
175,9.64442,2.5655,0.239296,2.39296
175.1,9.6455,2.39879,0.166721,1.66721
175.2,9.66214,2.32712,0.0735729,0.735729
175.3,9.63416,2.35284,0.0380022,0.380022
175.4,9.67497,2.34103,0.0424791,0.424791
175.5,9.83614,2.34857,0.161354,1.61354
175.6,9.8086,2.36518,0.0321605,0.321605
175.7,9.7248,2.3907,0.0876056,0.876056
175.8,9.31793,2.46869,0.41428,4.1428
175.9,8.98286,2.47923,0.335233,3.35233
176,8.99556,2.66859,0.189783,1.89783
176.1,9.23718,2.74816,0.254391,2.54391
176.2,9.33243,2.85641,0.144191,1.44191
176.3,9.31015,2.86506,0.0239052,0.239052
176.4,9.28585,2.88749,0.033065,0.33065
176.5,9.40607,2.83451,0.131373,1.31373
176.6,9.29228,2.84917,0.114729,1.14729
176.7,9.26748,2.8728,0.0342516,0.342516
176.8,9.25114,2.92404,0.0537842,0.537842
176.9,9.21315,2.91283,0.0396103,0.396103
177,9.10521,3.09997,0.21604,2.1604
177.1,9.08177,3.28054,0.182077,1.82077
177.2,9.00384,3.39196,0.135972,1.35972
177.3,9.05611,3.55684,0.172968,1.72968
177.4,9.23354,3.83864,0.33301,3.3301
177.5,9.22404,3.97872,0.140402,1.40402
177.6,9.19626,4.37144,0.393698,3.93698
177.7,9.34345,4.48922,0.188518,1.88518
177.8,9.28883,4.46384,0.060226,0.60226
177.9,8.72293,4.2441,0.607071,6.07071
178,8.0738,4.1131,0.662218,6.62218
178.1,7.27938,3.84145,0.83958,8.3958
178.2,6.40097,3.56887,0.919721,9.19721
178.3,5.27848,3.41977,1.13236,11.3236
178.4,3.79598,3.03114,1.53258,15.3258
178.5,2.50368,2.82228,1.30907,13.0907
178.6,1.79545,2.66078,0.726411,7.26411
178.7,0.442163,2.47464,1.36603,13.6603
178.8,-1.00335,2.51889,1.44619,14.4619
178.9,-2.52695,2.47284,1.5243,15.243
179,-3.64475,2.54813,1.12033,11.2033
179.1,-4.80251,2.72236,1.1708,11.708
179.2,-6.4677,2.97671,1.6845,16.845
179.3,-7.83229,3.61744,1.50753,15.0753
179.4,-9.10922,4.20103,1.40397,14.0397
179.5,-10.0769,4.84561,1.16268,11.6268
179.6,-10.2278,5.05458,0.2578,2.578
179.7,-10.2366,5.10412,0.0503084,0.503084
179.8,-10.067,5.11039,0.169721,1.69721
179.9,-10.389,5.28608,0.36681,3.6681
180,-10.6021,5.36063,0.225749,2.25749
180.1,-10.5298,5.41652,0.0914207,0.914207
180.2,-10.6666,5.56909,0.204925,2.04925
180.3,-10.8056,5.63296,0.152982,1.52982
180.4,-10.927,5.67641,0.128943,1.28943
180.5,-10.9181,5.65701,0.0213249,0.213249
180.6,-10.9541,5.63919,0.0401667,0.401667
180.7,-10.7134,5.27758,0.43438,4.3438
180.8,-10.545,5.18527,0.192036,1.92036
180.9,-10.6226,5.24123,0.095661,0.95661
181,-11.0004,5.26056,0.37831,3.7831
181.1,-11.0214,5.56691,0.307064,3.07064
181.2,-11.4202,5.6417,0.405749,4.05749
181.3,-11.3741,5.69558,0.0709279,0.709279
181.4,-11.2348,5.77668,0.161143,1.61143
181.5,-11.1587,5.86071,0.113401,1.13401
181.6,-11.112,5.90057,0.0613934,0.613934
181.7,-11.1599,5.90301,0.0479896,0.479896
181.8,-11.4531,5.89431,0.293265,2.93265
181.9,-11.5833,5.94,0.138051,1.38051
182,-11.8192,5.85971,0.249135,2.49135
182.1,-11.8158,5.92636,0.0667346,0.667346
182.2,-11.8112,5.97248,0.0463514,0.463514
182.3,-11.8411,6.04521,0.078624,0.78624
182.4,-11.9265,6.0884,0.0957338,0.957338
182.5,-12.1051,6.04744,0.183229,1.83229
182.6,-12.008,6.07012,0.0996896,0.996896
182.7,-11.9607,6.09634,0.054108,0.54108
182.8,-11.8995,6.08053,0.0632002,0.632002
182.9,-11.8503,6.08906,0.0499003,0.499003
183,-11.8312,6.0506,0.0429554,0.429554
183.1,-11.7823,6.03658,0.0509237,0.509237
183.2,-11.7805,6.06383,0.0273116,0.273116
183.3,-11.7909,5.98826,0.0762902,0.762902
183.4,-11.753,5.93509,0.0652752,0.652752
183.5,-11.8624,5.891,0.117948,1.17948
183.6,-11.9076,5.84229,0.0664474,0.664474
183.7,-12.0188,5.92333,0.137577,1.37577
183.8,-12.0232,6.07243,0.149162,1.49162
183.9,,,,
184,,,,
184.1,,,,
184.2,,,,
184.3,,,,
184.4,,,,
184.5,,,,
184.6,,,,
184.7,,,,
184.8,,,,
184.9,,,,
185,,,,
185.1,,,,
185.2,,,,
185.3,,,,
185.4,,,,
185.5,,,,
185.6,,,,
185.7,,,,
185.8,,,,
185.9,,,,
186,,,,
186.1,,,,
186.2,,,,
186.3,,,,
186.4,,,,
186.5,,,,
186.6,,,,
186.7,,,,
186.8,,,,
186.9,,,,
187,,,,
187.1,,,,
187.2,-9.96585,5.41481,,
187.3,-7.74088,4.36493,2.46023,24.6023
187.4,-7.24467,4.1423,0.543863,5.43863
187.5,-7.47251,4.28261,0.267573,2.67573
187.6,-7.53072,4.34832,0.0877877,0.877877
187.7,-7.54841,4.19517,0.154173,1.54173
187.8,-7.55415,4.15512,0.0404582,0.404582
187.9,-7.65598,4.1562,0.10183,1.0183
188,-7.65643,4.15847,0.0023103,0.023103
188.1,-7.66181,4.15954,0.00548887,0.0548887
188.2,-7.65968,4.15323,0.00666618,0.0666618
188.3,-7.65633,4.15408,0.00345645,0.0345645
188.4,-7.65492,4.14989,0.00441928,0.0441928
188.5,-7.66404,4.17891,0.0304237,0.304237
188.6,-7.53211,4.11827,0.145207,1.45207
188.7,-7.70083,4.24238,0.209454,2.09454
188.8,-7.67621,4.23259,0.0264909,0.264909
188.9,-7.59772,4.08397,0.168082,1.68082
189,-7.59563,4.08704,0.00371838,0.0371838
189.1,-7.55357,4.0801,0.0426282,0.426282
189.2,-7.58143,4.07869,0.0278943,0.278943
189.3,-7.5174,4.05297,0.0689977,0.689977
189.4,-7.63065,4.15672,0.15359,1.5359
189.5,-7.61547,4.1277,0.0327525,0.327525
189.6,-7.61527,4.0826,0.0451027,0.451027
189.7,-7.64846,4.07813,0.0334836,0.334836
189.8,-7.63721,4.08506,0.0132079,0.132079
189.9,-7.83073,4.01484,0.205866,2.05866
190,-8.0113,4.02067,0.180663,1.80663
190.1,-8.18259,4.02092,0.171289,1.71289
190.2,-8.34229,3.93406,0.181788,1.81788
190.3,-8.56295,3.77616,0.271346,2.71346
190.4,-8.76724,3.66088,0.234568,2.34568
190.5,-8.87377,3.78834,0.166111,1.66111
190.6,-8.91563,3.81916,0.0519897,0.519897
190.7,-9.09825,3.74073,0.198753,1.98753
190.8,-9.20922,3.66056,0.136902,1.36902
190.9,-9.22236,3.62616,0.0368225,0.368225
191,-9.25125,3.62185,0.0292162,0.292162
191.1,-9.2558,3.61734,0.00640816,0.0640816
191.2,-9.2378,3.61704,0.0180057,0.180057
191.3,-9.21287,3.63635,0.0315372,0.315372
191.4,-9.21095,3.63128,0.00542441,0.0542441
191.5,-9.24489,3.61546,0.03745,0.3745
191.6,-9.20943,3.66639,0.0620571,0.620571
191.7,-9.47539,3.6578,0.266099,2.66099
191.8,-9.6041,3.50389,0.200641,2.00641
191.9,-9.81042,3.60597,0.230192,2.30192
