2020-01-31_16:59:09:315674
2020-01-31_16:59:09:370603
2020-01-31_16:59:09:425614
2020-01-31_16:59:09:477717
2020-01-31_16:59:09:529690
2020-01-31_16:59:09:582823
2020-01-31_16:59:09:632845
2020-01-31_16:59:09:684322
2020-01-31_16:59:09:739301
2020-01-31_16:59:09:792182
2020-01-31_16:59:09:843373
2020-01-31_16:59:09:896153
2020-01-31_16:59:09:947467
2020-01-31_16:59:10:000616
2020-01-31_16:59:10:053456
2020-01-31_16:59:10:104789
2020-01-31_16:59:10:157018
2020-01-31_16:59:10:207180
2020-01-31_16:59:10:207180
2020-01-31_16:59:10:262244
2020-01-31_16:59:10:312393
2020-01-31_16:59:10:373776
2020-01-31_16:59:10:426639
2020-01-31_16:59:10:477619
2020-01-31_16:59:10:527920
2020-01-31_16:59:10:581057
2020-01-31_16:59:10:633849
2020-01-31_16:59:10:686149
2020-01-31_16:59:10:738612
2020-01-31_16:59:10:794475
2020-01-31_16:59:10:847694
2020-01-31_16:59:10:905672
2020-01-31_16:59:10:957617
2020-01-31_16:59:11:008059
2020-01-31_16:59:11:058180
2020-01-31_16:59:11:058180
2020-01-31_16:59:11:112066
2020-01-31_16:59:11:163843
2020-01-31_16:59:11:219312
2020-01-31_16:59:11:270563
2020-01-31_16:59:11:323399
2020-01-31_16:59:11:380143
2020-01-31_16:59:11:433970
2020-01-31_16:59:11:486748
2020-01-31_16:59:11:537839
2020-01-31_16:59:11:593150
2020-01-31_16:59:11:643241
2020-01-31_16:59:11:693694
2020-01-31_16:59:11:743831
2020-01-31_16:59:11:797511
2020-01-31_16:59:11:848036
2020-01-31_16:59:11:899218
2020-01-31_16:59:11:949958
2020-01-31_16:59:12:002073
2020-01-31_16:59:12:059520
2020-01-31_16:59:12:059520
2020-01-31_16:59:12:114713
2020-01-31_16:59:12:166855
2020-01-31_16:59:12:219958
2020-01-31_16:59:12:271750
2020-01-31_16:59:12:322910
2020-01-31_16:59:12:378177
2020-01-31_16:59:12:431230
2020-01-31_16:59:12:481748
2020-01-31_16:59:12:534256
2020-01-31_16:59:12:590258
2020-01-31_16:59:12:641202
2020-01-31_16:59:12:693036
2020-01-31_16:59:12:744624
2020-01-31_16:59:12:798231
2020-01-31_16:59:12:856886
2020-01-31_16:59:12:856886
2020-01-31_16:59:12:918009
2020-01-31_16:59:12:974190
2020-01-31_16:59:13:025414
2020-01-31_16:59:13:081522
2020-01-31_16:59:13:136837
2020-01-31_16:59:13:187738
2020-01-31_16:59:13:238456
2020-01-31_16:59:13:291654
2020-01-31_16:59:13:342614
2020-01-31_16:59:13:396734
2020-01-31_16:59:13:447538
2020-01-31_16:59:13:499943
2020-01-31_16:59:13:551519
2020-01-31_16:59:13:551519
2020-01-31_16:59:13:613982
2020-01-31_16:59:13:673412
2020-01-31_16:59:13:726613
2020-01-31_16:59:13:777058
2020-01-31_16:59:13:827721
2020-01-31_16:59:13:879097
2020-01-31_16:59:13:936698
2020-01-31_16:59:13:988998
2020-01-31_16:59:14:039769
2020-01-31_16:59:14:090758
2020-01-31_16:59:14:141861
2020-01-31_16:59:14:192104
2020-01-31_16:59:14:243909
2020-01-31_16:59:14:297763
2020-01-31_16:59:14:350032
2020-01-31_16:59:14:408680
2020-01-31_16:59:14:408680
2020-01-31_16:59:14:462559
2020-01-31_16:59:14:516192
2020-01-31_16:59:14:566777
2020-01-31_16:59:14:617457
2020-01-31_16:59:14:668316
2020-01-31_16:59:14:719227
