2020-01-31_16:59:14:815060
2020-01-31_16:59:14:876688
2020-01-31_16:59:14:926849
2020-01-31_16:59:14:978330
2020-01-31_16:59:15:031311
2020-01-31_16:59:15:089545
2020-01-31_16:59:15:145964
2020-01-31_16:59:15:196894
2020-01-31_16:59:15:248462
2020-01-31_16:59:15:302243
2020-01-31_16:59:15:356670
2020-01-31_16:59:15:412027
2020-01-31_16:59:15:412027
2020-01-31_16:59:15:472117
2020-01-31_16:59:15:524452
2020-01-31_16:59:15:576792
2020-01-31_16:59:15:628573
2020-01-31_16:59:15:679451
2020-01-31_16:59:15:734580
2020-01-31_16:59:15:790478
2020-01-31_16:59:15:846243
2020-01-31_16:59:15:896649
2020-01-31_16:59:15:947040
2020-01-31_16:59:15:998097
2020-01-31_16:59:16:048540
2020-01-31_16:59:16:100914
2020-01-31_16:59:16:151005
2020-01-31_16:59:16:204801
2020-01-31_16:59:16:260775
2020-01-31_16:59:16:260775
2020-01-31_16:59:16:312124
2020-01-31_16:59:16:369941
2020-01-31_16:59:16:421861
2020-01-31_16:59:16:474354
2020-01-31_16:59:16:532054
2020-01-31_16:59:16:583484
2020-01-31_16:59:16:643380
2020-01-31_16:59:16:694897
2020-01-31_16:59:16:748284
2020-01-31_16:59:16:803652
2020-01-31_16:59:16:860300
2020-01-31_16:59:16:910825
2020-01-31_16:59:16:910825
2020-01-31_16:59:16:964674
2020-01-31_16:59:17:018582
2020-01-31_16:59:17:075904
2020-01-31_16:59:17:128382
2020-01-31_16:59:17:180376
2020-01-31_16:59:17:236034
2020-01-31_16:59:17:287919
2020-01-31_16:59:17:340600
2020-01-31_16:59:17:393651
2020-01-31_16:59:17:446936
2020-01-31_16:59:17:498163
2020-01-31_16:59:17:548258
2020-01-31_16:59:17:609382
2020-01-31_16:59:17:661331
2020-01-31_16:59:17:661331
2020-01-31_16:59:17:713528
2020-01-31_16:59:17:766449
2020-01-31_16:59:17:818844
2020-01-31_16:59:17:880617
2020-01-31_16:59:17:940260
2020-01-31_16:59:17:996838
2020-01-31_16:59:18:049022
2020-01-31_16:59:18:099649
2020-01-31_16:59:18:150874
2020-01-31_16:59:18:202526
2020-01-31_16:59:18:256272
2020-01-31_16:59:18:307772
2020-01-31_16:59:18:360055
2020-01-31_16:59:18:360055
2020-01-31_16:59:18:412572
2020-01-31_16:59:18:474168
2020-01-31_16:59:18:525411
2020-01-31_16:59:18:575519
2020-01-31_16:59:18:628299
2020-01-31_16:59:18:678826
2020-01-31_16:59:18:730319
